neighbor list for #12 atom
neighbor_number 80
8	20.5384	2.21343	4.57585	
9	25.1647	3.85519	1.61111	
10	31.4846	3.00019	3.20784	
12	33.7275	0.24762	0.46419	
13	36.1593	5.11878	2.84999	
52	25.1766	7.77774	4.45182	
53	23.5865	6.88656	0.31404	
54	29.0418	9.44461	0.14987	
55	28.9716	7.4406	3.99599	
57	31.6604	6.84154	1.44934	
603	24.7163	77.124	2.81939	
604	27.6031	75.5911	1.57481	
605	30.7062	75.8463	4.47663	
606	27.7979	77.6152	4.31942	
608	32.8979	78.6423	4.80567	
640	20.2736	82.4657	2.2656	
641	20.0182	79.798	4.21028	
642	23.6258	83.7916	0.79511	
643	23.3439	79.9845	1.38643	
644	30.2348	81.6276	3.273	
645	26.878	80.358	1.72421	
646	34.568	79.8768	2.12896	
647	36.2381	83.475	2.79634	
689	22.8774	0.55842	9.51173	
690	25.7455	0.89653	6.20695	
691	22.7059	2.57117	7.02664	
692	27.0771	2.81441	10.005	
693	30.7981	0.78523	7.64104	
694	31.0214	4.19582	6.80067	
696	34.2125	2.47357	6.02488	
734	25.8855	6.62701	7.43869	
735	22.3162	6.44802	7.57356	
740	32.3665	7.0601	5.62185	
1287	23.0827	78.6638	5.51296	
1288	24.636	75.7664	6.56994	
1289	22.7918	78.5884	8.86247	
1326	20.5648	81.2422	8.02109	
1329	25.5401	81.7329	7.46129	
1330	22.9197	82.0215	5.46982	
1331	28.9896	81.9286	6.74686	
1333	31.8416	80.1127	7.85224	
1334	33.654	82.9207	6.96487	
1364	23.3637	4.20185	10.7013	
2023	26.084	79.0211	10.7739	
2025	22.9555	81.732	11.0049	
2027	26.6849	83.226	11.9268	
2028	30.0673	81.9403	10.5404	
9618	22.722	2.33085	78.0788	
9620	30.2337	1.45629	77.6554	
9621	26.5329	1.7127	76.45	
9624	30.6833	5.2374	77.6159	
10262	25.3044	79.0725	78.7337	
10263	30.7152	80.864	76.6736	
10267	33.5261	82.4467	78.0674	
10299	26.2402	1.90183	82.9427	
10300	21.9878	2.74702	81.5682	
10301	25.4716	3.76698	79.5485	
10302	29.7345	1.46278	83.2619	
10303	29.2578	3.31461	80.4375	
10304	32.4428	0.67928	80.4827	
10305	34.7601	3.70273	83.4761	
10307	33.912	4.05501	79.038	
10336	20.4879	5.42656	83.66	
10338	25.3679	9.90999	83.7423	
10341	22.8592	5.87306	80.7039	
10342	28.6848	5.88802	83.3341	
10344	26.2971	7.57002	80.9728	
10345	31.847	5.30073	81.7321	
10903	20.6768	78.4456	83.6001	
10905	25.0126	78.3183	82.5603	
10906	22.1278	77.5062	80.0434	
10908	29.6563	76.8101	82.1423	
10943	25.8256	81.6268	82.3125	
10944	24.6303	83.7408	80.1136	
10945	22.5072	81.077	81.5095	
10946	28.9236	79.5591	79.8306	
10947	28.1488	82.6559	79.003	
10948	35.6483	81.583	82.7724	
10949	32.7425	79.1086	80.2262	
10951	32.0576	80.8318	83.2341	
