He	-0.0980448
He	-0.056643
He	-0.0721182
He	-0.0772853
He	-0.0900777
He	-0.0508193
He	-0.0760273
He	-0.0782261
He	-0.0627628
He	-0.0932074
He	-0.115675
He	-0.108704
He	-0.0958287
He	-0.0901767
He	-0.0629629
He	-0.0964514
He	-0.0795303
He	-0.0477192
He	-0.0586333
He	-0.0694586
He	-0.0986575
He	-0.109795
He	-0.0486696
He	-0.0933671
He	-0.0816662
He	-0.103388
He	-0.118904
He	-0.0921864
He	-0.0986055
He	-0.0775324
He	-0.0965287
He	-0.0645
He	-0.0366761
He	-0.00505243
He	-0.0825097
He	-0.0707595
He	-0.101146
He	-0.105875
He	-0.0816558
He	-0.0874933
He	-0.094181
He	-0.0573518
He	-0.0804164
He	-0.0549279
He	-0.0710446
He	-0.095737
He	-0.0768476
He	-0.048506
He	-0.10075
He	-0.0586189
He	-0.0631743
He	-0.0990667
He	-0.0819617
He	-0.0999159
He	-0.0862271
He	-0.0400675
He	-0.0840486
He	-0.0548999
He	-0.105755
He	-0.0497266
He	-0.0885581
He	-0.0526966
He	-0.0905206
He	-0.0453614
He	-0.106052
He	-0.0305946
He	-0.0809244
He	-0.0580138
He	-0.0552941
He	-0.103414
He	-0.0587919
He	-0.0607187
He	-0.0855528
He	-0.0790554
He	-0.0655792
He	-0.0845573
He	-0.0884877
He	-0.0874864
He	-0.0682006
He	-0.0673416
He	-0.0749193
He	-0.0866544
He	-0.061859
He	-0.0858099
He	-0.0610722
He	-0.0950131
He	-0.0784892
He	-0.0925647
He	-0.0604796
He	-0.100876
He	-0.0737469
He	-0.0502482
He	-0.0709881
He	-0.0891676
He	-0.0695864
He	-0.0804899
He	-0.0540393
He	-0.0470356
He	-0.0937368
He	-0.0546734
He	-0.0951869
He	-0.0820126
He	-0.0372435
He	-0.0781827
He	-0.0980262
He	-0.0993297
He	-0.0642184
He	-0.101889
He	-0.0817228
He	-0.0649757
He	-0.0485259
He	-0.10108
He	-0.0280401
He	-0.0839938
He	-0.0668857
He	-0.0573134
He	-0.0850861
He	-0.0978282
He	-0.0845004
He	-0.0827605
He	-0.0752768
He	-0.0993508
He	-0.0714831
He	-0.0669276
He	-0.0871082
He	-0.0924448
He	-0.0766419
He	-0.0893163
He	-0.0682336
He	-0.0752232
He	-0.096374
He	-0.0950918
He	-0.0896763
He	-0.0939327
He	-0.0543381
He	-0.108312
He	-0.0792503
He	-0.0549542
He	-0.0901503
He	-0.0993777
He	-0.062496
He	-0.045068
He	-0.0572004
He	-0.0502923
He	-0.0515967
He	-0.0263347
He	-0.0564401
He	-0.0702521
He	-0.0460891
He	-0.0257469
He	-0.0486468
He	-0.0723118
He	-0.0481595
He	-0.0806383
He	-0.0651958
He	-0.0839746
He	-0.0846292
He	-0.0752205
He	-0.0942583
He	-0.0948375
He	-0.117977
He	-0.0992071
He	-0.0836424
He	-0.040424
He	-0.0389808
He	-0.0910056
He	-0.03733
He	-0.0835076
He	-0.0816552
He	-0.0893892
He	-0.0877531
He	-0.0998085
He	-0.095157
He	-0.0934821
He	-0.100053
He	-0.103446
He	-0.0984896
He	-0.0880015
He	-0.0895188
He	-0.0820738
He	-0.0947767
He	-0.0638416
He	-0.0296063
He	-0.0300611
He	-0.0811542
He	-0.0958716
He	-0.0820999
He	-0.0972362
He	-0.0915524
He	-0.0455741
He	-0.0833178
He	-0.0400172
He	-0.100267
He	-0.0630238
He	-0.050078
He	-0.0323533
He	-0.08961
He	-0.0924777
He	-0.0512718
He	-0.0985641
He	-0.0664159
He	-0.0911161
He	-0.0969098
He	-0.0660136
He	-0.0932782
He	-0.105159
He	-0.0914391
He	-0.0875449
He	-0.0627148
He	-0.0849762
He	-0.103526
He	-0.0630425
